,Date,Travel Product,Sessions - This Year,Bookings - This Year,Revenue - This Year,Spend - This Year,Day of Month,Day of Week,Week,Month,Quarter,Year,Sessions - Last Year,Bookings - Last Year,Revenue - Last Year,Spend - Last Year,Category,Birst Category,GA Category
2682,2017-05-17,Greyjoy Display,6917,78,41221.61,5517,17,2,20,5,2,2017,3015,67,0.0,2555,Display,Display,Display Retargeting
2683,2018-05-16,Greyjoy Display,5686,74,21216.1,5741,16,2,20,5,2,2018,6184,99,41221.61,4239,Display,Display,Display Retargeting
2684,2017-05-18,Greyjoy Display,5294,112,38698.46,4755,18,3,20,5,2,2017,4488,74,0.0,2580,Display,Display,Display Retargeting
2685,2018-05-17,Greyjoy Display,4823,94,26676.66,4095,17,3,20,5,2,2018,6215,97,38698.46,5437,Display,Display,Display Retargeting
2686,2017-05-19,Greyjoy Display,5848,72,22092.23,4078,19,4,20,5,2,2017,2788,67,0.0,3687,Display,Display,Display Retargeting
2687,2018-05-18,Greyjoy Display,5591,62,16546.99,3599,18,4,20,5,2,2018,6307,81,22092.23,2685,Display,Display,Display Retargeting
2688,2017-05-20,Greyjoy Display,3864,133,15217.58,5080,20,5,20,5,2,2017,3690,97,0.0,2191,Display,Display,Display Retargeting
2689,2018-05-19,Greyjoy Display,5771,84,15133.29,5117,19,5,20,5,2,2018,4903,93,15217.58,2113,Display,Display,Display Retargeting
2690,2017-05-14,Greyjoy Display,5442,116,39728.77,7358,14,6,20,5,2,2017,3977,75,0.0,1998,Display,Display,Display Retargeting
2691,2018-05-13,Greyjoy Display,6159,139,17246.41,5030,13,6,20,5,2,2018,5728,91,39728.77,4855,Display,Display,Display Retargeting
2692,2017-05-22,Greyjoy Display,5790,88,8969.48,3538,22,0,21,5,2,2017,2517,95,0.0,3223,Display,Display,Display Retargeting
2693,2018-05-21,Greyjoy Display,6338,111,13983.39,7422,21,0,21,5,2,2018,5396,82,8969.48,3338,Display,Display,Display Retargeting
2694,2017-05-23,Greyjoy Display,6043,80,22267.49,3473,23,1,21,5,2,2017,3540,86,0.0,4176,Display,Display,Display Retargeting
2695,2018-05-22,Greyjoy Display,8486,79,27446.39,5684,22,1,21,5,2,2018,6387,63,22267.49,6836,Display,Display,Display Retargeting
2696,2017-05-24,Greyjoy Display,5132,78,9713.09,3096,24,2,21,5,2,2017,2582,103,0.0,3246,Display,Display,Display Retargeting
2697,2018-05-23,Greyjoy Display,7316,112,26243.18,6438,23,2,21,5,2,2018,7514,94,9713.09,5084,Display,Display,Display Retargeting
2698,2017-05-25,Greyjoy Display,6657,100,18831.81,4928,25,3,21,5,2,2017,3984,75,0.0,3328,Display,Display,Display Retargeting
2699,2018-05-24,Greyjoy Display,7340,67,5759.1,5996,24,3,21,5,2,2018,6873,78,18831.81,4936,Display,Display,Display Retargeting
2700,2017-05-26,Greyjoy Display,4805,88,15466.3,4599,26,4,21,5,2,2017,4421,90,0.0,3489,Display,Display,Display Retargeting
2701,2018-05-25,Greyjoy Display,6042,112,17176.28,7024,25,4,21,5,2,2018,6600,103,15466.3,4422,Display,Display,Display Retargeting
2702,2017-05-27,Greyjoy Display,5127,119,29750.0,6633,27,5,21,5,2,2017,3711,107,0.0,2551,Display,Display,Display Retargeting
2703,2018-05-26,Greyjoy Display,6328,95,3052.08,6910,26,5,21,5,2,2018,5622,111,29750.0,4683,Display,Display,Display Retargeting
2704,2017-05-21,Greyjoy Display,4623,103,16527.65,4024,21,6,21,5,2,2017,4338,73,0.0,3439,Display,Display,Display Retargeting
2705,2018-05-20,Greyjoy Display,5750,93,22693.94,6521,20,6,21,5,2,2018,4310,142,16527.65,2820,Display,Display,Display Retargeting
2706,2017-05-29,Greyjoy Display,9114,96,13088.12,7238,29,0,22,5,2,2017,3559,70,0.0,3796,Display,Display,Display Retargeting
2707,2018-05-28,Greyjoy Display,8142,66,19361.39,6258,28,0,22,5,2,2018,8181,83,13088.12,5199,Display,Display,Display Retargeting
2708,2017-05-30,Greyjoy Display,9154,67,22782.7,7374,30,1,22,5,2,2017,2425,89,0.0,2248,Display,Display,Display Retargeting
2709,2018-05-29,Greyjoy Display,9822,74,15105.17,6802,29,1,22,5,2,2018,9130,76,22782.7,5431,Display,Display,Display Retargeting
2710,2017-05-31,Greyjoy Display,7910,104,20781.34,8243,31,2,22,5,2,2017,3125,66,0.0,2380,Display,Display,Display Retargeting
2711,2018-05-30,Greyjoy Display,8266,72,23085.0,7815,30,2,22,5,2,2018,6914,84,20781.34,6179,Display,Display,Display Retargeting
2712,2017-06-01,Greyjoy Display,6501,111,32730.03,7200,1,3,22,6,2,2017,3754,66,0.0,1941,Display,Display,Display Retargeting
2713,2018-05-31,Greyjoy Display,6602,73,16409.97,5859,31,3,22,5,2,2018,10024,92,32730.03,7713,Display,Display,Display Retargeting
2714,2017-06-02,Greyjoy Display,6281,86,24183.97,3250,2,4,22,6,2,2017,5663,87,0.0,3827,Display,Display,Display Retargeting
2715,2018-06-01,Greyjoy Display,8014,96,11388.56,4454,1,4,22,6,2,2018,6807,87,24183.97,6174,Display,Display,Display Retargeting
2716,2017-06-03,Greyjoy Display,4356,125,23454.77,3991,3,5,22,6,2,2017,3372,119,0.0,4062,Display,Display,Display Retargeting
2717,2018-06-02,Greyjoy Display,3971,82,36696.96,4991,2,5,22,6,2,2018,5901,83,23454.77,6261,Display,Display,Display Retargeting
2718,2017-05-28,Greyjoy Display,6969,143,18341.89,7059,28,6,22,5,2,2017,2930,68,0.0,3191,Display,Display,Display Retargeting
2719,2018-05-27,Greyjoy Display,6140,92,9225.96,7070,27,6,22,5,2,2018,5730,142,18341.89,5672,Display,Display,Display Retargeting
2720,2017-06-05,Greyjoy Display,5863,94,31564.7,4531,5,0,23,6,2,2017,4046,108,0.0,3386,Display,Display,Display Retargeting
2721,2018-06-04,Greyjoy Display,9744,121,14006.86,4761,4,0,23,6,2,2018,6815,113,31564.7,5807,Display,Display,Display Retargeting
2722,2017-06-06,Greyjoy Display,6260,68,33405.01,3797,6,1,23,6,2,2017,3688,109,0.0,3736,Display,Display,Display Retargeting
2723,2018-06-05,Greyjoy Display,7010,90,28018.27,4947,5,1,23,6,2,2018,8312,71,33405.01,5431,Display,Display,Display Retargeting
2724,2017-06-07,Greyjoy Display,4802,80,19360.95,3781,7,2,23,6,2,2017,3789,60,0.0,3853,Display,Display,Display Retargeting
2725,2018-06-06,Greyjoy Display,6119,111,17201.45,4631,6,2,23,6,2,2018,5419,90,19360.95,4597,Display,Display,Display Retargeting
2726,2017-06-08,Greyjoy Display,6807,104,15553.63,5327,8,3,23,6,2,2017,2512,111,0.0,1701,Display,Display,Display Retargeting
2727,2018-06-07,Greyjoy Display,6008,103,10487.93,4181,7,3,23,6,2,2018,7131,72,15553.63,5667,Display,Display,Display Retargeting
2728,2017-06-09,Greyjoy Display,6005,108,19732.76,3851,9,4,23,6,2,2017,3239,58,0.0,4724,Display,Display,Display Retargeting
2729,2018-06-08,Greyjoy Display,6781,90,2407.2,3849,8,4,23,6,2,2018,5300,55,19732.76,3777,Display,Display,Display Retargeting
2730,2017-06-10,Greyjoy Display,7210,98,23400.98,5318,10,5,23,6,2,2017,4898,72,0.0,1992,Display,Display,Display Retargeting
2731,2018-06-09,Greyjoy Display,4507,101,24541.14,3883,9,5,23,6,2,2018,6233,80,23400.98,5191,Display,Display,Display Retargeting
2732,2017-06-04,Greyjoy Display,7063,93,21455.89,4230,4,6,23,6,2,2017,3514,110,0.0,2735,Display,Display,Display Retargeting
2733,2018-06-03,Greyjoy Display,8125,120,11978.34,3667,3,6,23,6,2,2018,6617,102,21455.89,3911,Display,Display,Display Retargeting
2734,2017-06-12,Greyjoy Display,8095,95,21315.43,4274,12,0,24,6,2,2017,3984,89,0.0,2081,Display,Display,Display Retargeting
2735,2018-06-11,Greyjoy Display,6707,91,7376.52,5257,11,0,24,6,2,2018,8781,94,21315.43,5584,Display,Display,Display Retargeting
2736,2017-06-13,Greyjoy Display,7896,82,18612.34,6783,13,1,24,6,2,2017,3230,104,0.0,2261,Display,Display,Display Retargeting
2737,2018-06-12,Greyjoy Display,6155,100,7585.87,5243,12,1,24,6,2,2018,6545,45,18612.34,4903,Display,Display,Display Retargeting
2738,2017-06-14,Greyjoy Display,6579,112,35441.17,5154,14,2,24,6,2,2017,3391,112,0.0,1128,Display,Display,Display Retargeting
2739,2018-06-13,Greyjoy Display,6824,85,32050.66,4629,13,2,24,6,2,2018,8134,67,35441.17,2672,Display,Display,Display Retargeting
2740,2017-06-15,Greyjoy Display,6351,91,25580.06,5626,15,3,24,6,2,2017,3039,95,0.0,3608,Display,Display,Display Retargeting
2741,2018-06-14,Greyjoy Display,5246,102,18294.3,4554,14,3,24,6,2,2018,5730,86,25580.06,3037,Display,Display,Display Retargeting
2742,2017-06-16,Greyjoy Display,4488,104,21886.45,5392,16,4,24,6,2,2017,2598,96,0.0,3220,Display,Display,Display Retargeting
2743,2018-06-15,Greyjoy Display,5167,125,15770.55,2652,15,4,24,6,2,2018,6238,107,21886.45,3798,Display,Display,Display Retargeting
2744,2017-06-17,Greyjoy Display,4483,83,4427.43,5039,17,5,24,6,2,2017,3104,71,0.0,1933,Display,Display,Display Retargeting
2745,2018-06-16,Greyjoy Display,5335,99,6467.92,5147,16,5,24,6,2,2018,4555,127,4427.43,2643,Display,Display,Display Retargeting
2746,2017-06-11,Greyjoy Display,6674,121,28407.0,3875,11,6,24,6,2,2017,2103,76,0.0,4127,Display,Display,Display Retargeting
2747,2018-06-10,Greyjoy Display,4429,90,16226.88,3406,10,6,24,6,2,2018,6891,76,28407.0,4068,Display,Display,Display Retargeting
2748,2017-06-19,Greyjoy Display,7863,123,30213.08,2674,19,0,25,6,2,2017,3149,43,0.0,1374,Display,Display,Display Retargeting
2749,2018-06-18,Greyjoy Display,5889,91,18034.4,4185,18,0,25,6,2,2018,5958,93,30213.08,5309,Display,Display,Display Retargeting
2750,2017-06-20,Greyjoy Display,8143,71,65168.55,4092,20,1,25,6,2,2017,2534,112,0.0,2570,Display,Display,Display Retargeting
2751,2018-06-19,Greyjoy Display,7818,133,30199.43,4041,19,1,25,6,2,2018,7015,97,65168.55,4250,Display,Display,Display Retargeting
2752,2017-06-21,Greyjoy Display,6695,104,53095.98,4620,21,2,25,6,2,2017,2637,93,0.0,2804,Display,Display,Display Retargeting
2753,2018-06-20,Greyjoy Display,6171,97,12256.0,4408,20,2,25,6,2,2018,5529,84,53095.98,4543,Display,Display,Display Retargeting
2754,2017-06-22,Greyjoy Display,7434,116,35591.289999999986,3871,22,3,25,6,2,2017,3901,129,0.0,752,Display,Display,Display Retargeting
2755,2018-06-21,Greyjoy Display,5575,84,15232.7,5908,21,3,25,6,2,2018,6526,103,35591.289999999986,3766,Display,Display,Display Retargeting
2756,2017-06-23,Greyjoy Display,6158,68,20170.75,4965,23,4,25,6,2,2017,3411,67,0.0,4023,Display,Display,Display Retargeting
2757,2018-06-22,Greyjoy Display,5804,89,9545.9,4370,22,4,25,6,2,2018,5524,88,20170.75,4536,Display,Display,Display Retargeting
2758,2017-06-24,Greyjoy Display,6470,101,7059.74,3514,24,5,25,6,2,2017,4555,69,0.0,4692,Display,Display,Display Retargeting
2759,2018-06-23,Greyjoy Display,6027,119,11318.13,5097,23,5,25,6,2,2018,5423,98,7059.74,5173,Display,Display,Display Retargeting
2760,2017-06-18,Greyjoy Display,3833,82,10426.62,3252,18,6,25,6,2,2017,4075,104,0.0,4262,Display,Display,Display Retargeting
2761,2018-06-17,Greyjoy Display,4816,93,2068.71,5771,17,6,25,6,2,2018,4673,117,10426.62,4275,Display,Display,Display Retargeting
2762,2017-06-26,Greyjoy Display,7451,54,20361.33,6089,26,0,26,6,2,2017,3535,58,0.0,1680,Display,Display,Display Retargeting
2763,2018-06-25,Greyjoy Display,6880,117,20837.7,6567,25,0,26,6,2,2018,7372,110,20361.33,7313,Display,Display,Display Retargeting
2764,2017-06-27,Greyjoy Display,9179,100,24722.11,6266,27,1,26,6,2,2017,5040,78,0.0,2513,Display,Display,Display Retargeting
2765,2018-06-26,Greyjoy Display,8551,93,24417.35,7030,26,1,26,6,2,2018,8158,99,24722.11,7448,Display,Display,Display Retargeting
2766,2017-06-28,Greyjoy Display,9169,129,28368.4,5424,28,2,26,6,2,2017,2812,93,0.0,3276,Display,Display,Display Retargeting
2767,2018-06-27,Greyjoy Display,6284,75,28307.5,6437,27,2,26,6,2,2018,8054,107,28368.4,5980,Display,Display,Display Retargeting
2768,2017-06-29,Greyjoy Display,7928,136,20271.33,6699,29,3,26,6,2,2017,2370,88,0.0,3264,Display,Display,Display Retargeting
2769,2018-06-28,Greyjoy Display,7650,69,18976.41,7246,28,3,26,6,2,2018,7565,62,20271.33,5744,Display,Display,Display Retargeting
2770,2017-06-30,Greyjoy Display,4781,84,30425.34,3985,30,4,26,6,2,2017,3064,90,0.0,3324,Display,Display,Display Retargeting
2771,2018-06-29,Greyjoy Display,5130,88,16632.25,4483,29,4,26,6,2,2018,2546,96,30425.34,3522,Display,Display,Display Retargeting
2772,2017-07-01,Greyjoy Display,5957,89,22429.0,4559,1,5,26,7,3,2017,2569,83,0.0,2459,Display,Display,Display Retargeting
2773,2018-06-30,Greyjoy Display,4687,112,1939.19,2460,30,5,26,6,2,2018,5294,108,22429.0,3600,Display,Display,Display Retargeting
2774,2017-06-25,Greyjoy Display,7223,53,12001.8,4328,25,6,26,6,2,2017,4309,77,0.0,2222,Display,Display,Display Retargeting
2775,2018-06-24,Greyjoy Display,6328,69,16495.55,4522,24,6,26,6,2,2018,6154,91,12001.8,3302,Display,Display,Display Retargeting
2776,2017-07-03,Greyjoy Display,7224,94,23259.0,5175,3,0,27,7,3,2017,3352,74,0.0,1876,Display,Display,Display Retargeting
2777,2018-07-02,Greyjoy Display,6824,104,12982.170000000002,2772,2,0,27,7,3,2018,7625,99,23259.0,5075,Display,Display,Display Retargeting
2778,2017-07-04,Greyjoy Display,5123,99,16182.9,6822,4,1,27,7,3,2017,2943,102,0.0,2182,Display,Display,Display Retargeting
2779,2018-07-03,Greyjoy Display,5448,79,6304.1,5035,3,1,27,7,3,2018,6731,126,16182.9,3787,Display,Display,Display Retargeting
2780,2017-07-05,Greyjoy Display,8524,114,27142.89,5176,5,2,27,7,3,2017,3499,78,0.0,1201,Display,Display,Display Retargeting
2781,2018-07-04,Greyjoy Display,6297,94,19653.51,2534,4,2,27,7,3,2018,8657,80,27142.89,5446,Display,Display,Display Retargeting
2782,2017-07-06,Greyjoy Display,7614,120,29101.87,4953,6,3,27,7,3,2017,2898,95,0.0,3923,Display,Display,Display Retargeting
2783,2018-07-05,Greyjoy Display,5612,74,6585.91,4281,5,3,27,7,3,2018,6434,111,29101.87,5634,Display,Display,Display Retargeting
2784,2017-07-07,Greyjoy Display,6692,123,41511.35,3273,7,4,27,7,3,2017,3625,96,0.0,2512,Display,Display,Display Retargeting
2785,2018-07-06,Greyjoy Display,4109,99,19962.62,3270,6,4,27,7,3,2018,7599,116,41511.35,3911,Display,Display,Display Retargeting
2786,2017-07-08,Greyjoy Display,4805,93,19938.75,5035,8,5,27,7,3,2017,3301,103,0.0,1800,Display,Display,Display Retargeting
2787,2018-07-07,Greyjoy Display,5706,82,3841.97,5262,7,5,27,7,3,2018,5799,60,19938.75,3533,Display,Display,Display Retargeting
2788,2017-07-02,Greyjoy Display,5497,108,15348.81,3912,2,6,27,7,3,2017,3152,110,0.0,3294,Display,Display,Display Retargeting
2789,2018-07-01,Greyjoy Display,6079,84,12492.03,4735,1,6,27,7,3,2018,4967,56,15348.81,4560,Display,Display,Display Retargeting
2790,2017-07-10,Greyjoy Display,6008,70,11445.63,2019,10,0,28,7,3,2017,3606,81,0.0,3469,Display,Display,Display Retargeting
2791,2018-07-09,Greyjoy Display,6478,66,8231.42,4873,9,0,28,7,3,2018,5892,92,11445.63,4808,Display,Display,Display Retargeting
2792,2017-07-11,Greyjoy Display,6796,89,29166.58,3345,11,1,28,7,3,2017,4549,103,0.0,4121,Display,Display,Display Retargeting
2793,2018-07-10,Greyjoy Display,5582,110,9748.18,5543,10,1,28,7,3,2018,7611,109,29166.58,5854,Display,Display,Display Retargeting
2794,2017-07-12,Greyjoy Display,6059,103,20380.17,3901,12,2,28,7,3,2017,2332,142,0.0,3188,Display,Display,Display Retargeting
2795,2018-07-11,Greyjoy Display,5689,104,8084.68,3937,11,2,28,7,3,2018,6184,91,20380.17,5683,Display,Display,Display Retargeting
2796,2017-07-13,Greyjoy Display,7199,94,18036.23,4317,13,3,28,7,3,2017,3707,94,0.0,3603,Display,Display,Display Retargeting
2797,2018-07-12,Greyjoy Display,5963,135,9915.08,3280,12,3,28,7,3,2018,8370,94,18036.23,5671,Display,Display,Display Retargeting
2798,2017-07-14,Greyjoy Display,6838,66,18424.79,5396,14,4,28,7,3,2017,5074,105,0.0,2211,Display,Display,Display Retargeting
2799,2018-07-13,Greyjoy Display,4135,82,5097.280000000002,3192,13,4,28,7,3,2018,6043,97,18424.79,6097,Display,Display,Display Retargeting
2800,2017-07-15,Greyjoy Display,6455,84,14893.34,5183,15,5,28,7,3,2017,3575,61,0.0,1845,Display,Display,Display Retargeting
2801,2018-07-14,Greyjoy Display,5881,121,7112.26,4601,14,5,28,7,3,2018,5694,40,14893.34,3654,Display,Display,Display Retargeting
2802,2017-07-09,Greyjoy Display,5509,121,33323.38,2700,9,6,28,7,3,2017,3146,81,0.0,3286,Display,Display,Display Retargeting
2803,2018-07-08,Greyjoy Display,5150,120,4092.25,4062,8,6,28,7,3,2018,5671,86,33323.38,2647,Display,Display,Display Retargeting
2804,2017-07-17,Greyjoy Display,7959,103,34152.36,6238,17,0,29,7,3,2017,3683,111,0.0,2074,Display,Display,Display Retargeting
2805,2018-07-16,Greyjoy Display,5250,67,4343.17,3587,16,0,29,7,3,2018,7580,136,34152.36,2939,Display,Display,Display Retargeting
2806,2017-07-18,Greyjoy Display,7782,76,14525.04,4892,18,1,29,7,3,2017,3436,81,0.0,3406,Display,Display,Display Retargeting
2807,2018-07-17,Greyjoy Display,4743,90,26742.9,4113,17,1,29,7,3,2018,7436,93,14525.04,5875,Display,Display,Display Retargeting
2808,2017-07-19,Greyjoy Display,1820,80,0.0,5344,19,2,29,7,3,2017,2266,86,0.0,3432,Display,Display,Display Retargeting
2809,2018-07-18,Greyjoy Display,5471,98,19681.49,6327,18,2,29,7,3,2018,3626,74,0.0,5370,Display,Display,Display Retargeting
2810,2017-07-20,Greyjoy Display,6579,103,37603.05,3833,20,3,29,7,3,2017,3608,83,0.0,2976,Display,Display,Display Retargeting
2811,2018-07-19,Greyjoy Display,5307,70,5890.3,4196,19,3,29,7,3,2018,5877,89,37603.05,7347,Display,Display,Display Retargeting
2812,2017-07-21,Greyjoy Display,7192,58,17409.85,5809,21,4,29,7,3,2017,2403,102,0.0,3419,Display,Display,Display Retargeting
2813,2018-07-20,Greyjoy Display,5051,76,0.0,2432,20,4,29,7,3,2018,5870,85,17409.85,6213,Display,Display,Display Retargeting
2814,2017-07-22,Greyjoy Display,6014,131,11415.19,5735,22,5,29,7,3,2017,3871,89,0.0,4663,Display,Display,Display Retargeting
2815,2018-07-21,Greyjoy Display,6136,95,4903.59,4548,21,5,29,7,3,2018,6716,67,11415.19,3502,Display,Display,Display Retargeting
2816,2017-07-16,Greyjoy Display,7688,89,11940.52,4943,16,6,29,7,3,2017,3069,100,0.0,1319,Display,Display,Display Retargeting
2817,2018-07-15,Greyjoy Display,4810,85,9540.45,3712,15,6,29,7,3,2018,5470,84,11940.52,4747,Display,Display,Display Retargeting
2818,2017-07-24,Greyjoy Display,7050,85,8776.22,5617,24,0,30,7,3,2017,4473,81,0.0,4863,Display,Display,Display Retargeting
2819,2018-07-23,Greyjoy Display,6965,84,27156.47,3166,23,0,30,7,3,2018,7586,117,8776.22,4546,Display,Display,Display Retargeting
2820,2017-07-25,Greyjoy Display,7844,90,30821.89,5669,25,1,30,7,3,2017,4132,93,0.0,2063,Display,Display,Display Retargeting
2821,2018-07-24,Greyjoy Display,6514,70,3850.58,2862,24,1,30,7,3,2018,8101,95,30821.89,7007,Display,Display,Display Retargeting
2822,2017-07-26,Greyjoy Display,6649,67,24707.96,4488,26,2,30,7,3,2017,3144,78,0.0,3422,Display,Display,Display Retargeting
2823,2018-07-25,Greyjoy Display,5640,89,11898.26,3344,25,2,30,7,3,2018,8339,94,24707.96,3682,Display,Display,Display Retargeting
2824,2017-07-27,Greyjoy Display,5407,133,36343.43,4613,27,3,30,7,3,2017,3748,68,0.0,1799,Display,Display,Display Retargeting
2825,2018-07-26,Greyjoy Display,6179,65,15719.28,4571,26,3,30,7,3,2018,5928,71,36343.43,5687,Display,Display,Display Retargeting
2826,2017-07-28,Greyjoy Display,6787,100,13946.91,6234,28,4,30,7,3,2017,3525,113,0.0,4234,Display,Display,Display Retargeting
2827,2018-07-27,Greyjoy Display,5618,84,2201.33,4199,27,4,30,7,3,2018,6582,77,13946.91,3432,Display,Display,Display Retargeting
2828,2017-07-29,Greyjoy Display,5471,38,32761.45,4439,29,5,30,7,3,2017,3549,96,0.0,2957,Display,Display,Display Retargeting
2829,2018-07-28,Greyjoy Display,3693,127,5917.57,3271,28,5,30,7,3,2018,6615,105,32761.45,3797,Display,Display,Display Retargeting
2830,2017-07-23,Greyjoy Display,7593,91,9361.74,5774,23,6,30,7,3,2017,4620,85,0.0,2663,Display,Display,Display Retargeting
2831,2018-07-22,Greyjoy Display,6310,89,10400.82,5868,22,6,30,7,3,2018,6585,62,9361.74,3803,Display,Display,Display Retargeting
2832,2017-07-31,Greyjoy Display,8578,97,8158.8,5800,31,0,31,7,3,2017,2922,61,0.0,3378,Display,Display,Display Retargeting
2833,2018-07-30,Greyjoy Display,6704,85,7642.39,4637,30,0,31,7,3,2018,9706,120,8158.8,6530,Display,Display,Display Retargeting
2834,2017-08-01,Greyjoy Display,7916,85,41756.83,4744,1,1,31,8,3,2017,3986,57,0.0,3846,Display,Display,Display Retargeting
2835,2018-07-31,Greyjoy Display,4211,56,1670.21,3963,31,1,31,7,3,2018,6940,133,41756.83,5236,Display,Display,Display Retargeting
2836,2017-08-02,Greyjoy Display,7404,115,22279.09,5570,2,2,31,8,3,2017,4015,110,0.0,2880,Display,Display,Display Retargeting
2837,2018-08-01,Greyjoy Display,5573,110,5811.74,4421,1,2,31,8,3,2018,7747,124,22279.09,3629,Display,Display,Display Retargeting
2838,2017-08-03,Greyjoy Display,5624,93,41010.48,4471,3,3,31,8,3,2017,2613,90,0.0,4342,Display,Display,Display Retargeting
2839,2018-08-02,Greyjoy Display,6559,92,6019.98,6263,2,3,31,8,3,2018,7362,120,41010.48,6519,Display,Display,Display Retargeting
2840,2017-08-04,Greyjoy Display,6070,86,31141.91,5183,4,4,31,8,3,2017,3003,81,0.0,2626,Display,Display,Display Retargeting
2841,2018-08-03,Greyjoy Display,3376,126,1334.8,2941,3,4,31,8,3,2018,7103,72,31141.91,2658,Display,Display,Display Retargeting
2842,2017-08-05,Greyjoy Display,6250,113,15568.56,6334,5,5,31,8,3,2017,3892,85,0.0,2942,Display,Display,Display Retargeting
2843,2018-08-04,Greyjoy Display,4388,89,5985.62,4162,4,5,31,8,3,2018,4956,114,15568.56,2173,Display,Display,Display Retargeting
2844,2017-07-30,Greyjoy Display,6884,76,7018.82,4292,30,6,31,7,3,2017,3534,78,0.0,4906,Display,Display,Display Retargeting
2845,2018-07-29,Greyjoy Display,5782,100,6469.22,2770,29,6,31,7,3,2018,6018,87,7018.82,6314,Display,Display,Display Retargeting
2846,2017-08-07,Greyjoy Display,5938,97,28964.92,3502,7,0,32,8,3,2017,3156,77,0.0,3924,Display,Display,Display Retargeting
2847,2018-08-06,Greyjoy Display,6349,84,12462.88,3626,6,0,32,8,3,2018,5189,115,28964.92,5223,Display,Display,Display Retargeting
2848,2017-08-08,Greyjoy Display,6246,129,10982.28,4312,8,1,32,8,3,2017,4324,78,0.0,3909,Display,Display,Display Retargeting
2849,2018-08-07,Greyjoy Display,5600,72,9384.05,5609,7,1,32,8,3,2018,7685,100,10982.28,3628,Display,Display,Display Retargeting
2850,2017-08-09,Greyjoy Display,5807,89,19926.27,3625,9,2,32,8,3,2017,3741,113,0.0,2122,Display,Display,Display Retargeting
2851,2018-08-08,Greyjoy Display,6420,68,3952.02,2829,8,2,32,8,3,2018,6110,110,19926.27,3345,Display,Display,Display Retargeting
2852,2017-08-10,Greyjoy Display,5981,42,16076.55,2784,10,3,32,8,3,2017,3508,72,0.0,2381,Display,Display,Display Retargeting
2853,2018-08-09,Greyjoy Display,5942,77,7465.79,4191,9,3,32,8,3,2018,5681,84,16076.55,3354,Display,Display,Display Retargeting
2854,2017-08-11,Greyjoy Display,5376,78,14704.64,2333,11,4,32,8,3,2017,4558,89,0.0,4371,Display,Display,Display Retargeting
2855,2018-08-10,Greyjoy Display,5105,87,6521.54,3570,10,4,32,8,3,2018,4132,35,14704.64,4810,Display,Display,Display Retargeting
2856,2017-08-12,Greyjoy Display,3453,59,12517.38,1693,12,5,32,8,3,2017,3541,84,0.0,4147,Display,Display,Display Retargeting
2857,2018-08-11,Greyjoy Display,4230,91,3138.88,4369,11,5,32,8,3,2018,3813,113,12517.38,4594,Display,Display,Display Retargeting
2858,2017-08-06,Greyjoy Display,5907,117,20181.9,5144,6,6,32,8,3,2017,2758,90,0.0,3874,Display,Display,Display Retargeting
2859,2018-08-05,Greyjoy Display,5081,134,3935.73,5379,5,6,32,8,3,2018,6346,103,20181.9,5308,Display,Display,Display Retargeting
2860,2017-08-14,Greyjoy Display,6233,89,14319.24,3334,14,0,33,8,3,2017,4364,78,0.0,4849,Display,Display,Display Retargeting
2861,2018-08-13,Greyjoy Display,5805,99,11744.41,3914,13,0,33,8,3,2018,6945,98,14319.24,2729,Display,Display,Display Retargeting
2862,2017-08-15,Greyjoy Display,4785,96,1349.28,3694,15,1,33,8,3,2017,3365,82,0.0,3714,Display,Display,Display Retargeting
2863,2018-08-14,Greyjoy Display,4814,86,2469.71,4061,14,1,33,8,3,2018,5318,101,1349.28,5077,Display,Display,Display Retargeting
2864,2017-08-16,Greyjoy Display,5378,78,23443.0,4364,16,2,33,8,3,2017,4388,82,0.0,810,Display,Display,Display Retargeting
2865,2018-08-15,Greyjoy Display,6587,96,13476.8,5264,15,2,33,8,3,2018,6301,118,23443.0,4413,Display,Display,Display Retargeting
2866,2017-08-17,Greyjoy Display,6690,88,20597.55,5394,17,3,33,8,3,2017,3031,85,0.0,2506,Display,Display,Display Retargeting
2867,2018-08-16,Greyjoy Display,5174,95,4492.59,4921,16,3,33,8,3,2018,6753,106,20597.55,6484,Display,Display,Display Retargeting
2868,2017-08-18,Greyjoy Display,6705,65,12833.96,4958,18,4,33,8,3,2017,2658,75,0.0,5211,Display,Display,Display Retargeting
2869,2018-08-17,Greyjoy Display,5321,107,0.0,4129,17,4,33,8,3,2018,6673,105,12833.96,5243,Display,Display,Display Retargeting
2870,2017-08-19,Greyjoy Display,5170,105,27596.93,4236,19,5,33,8,3,2017,3292,82,0.0,3118,Display,Display,Display Retargeting
2871,2018-08-18,Greyjoy Display,5377,120,7217.32,3058,18,5,33,8,3,2018,6248,91,27596.93,4409,Display,Display,Display Retargeting
2872,2017-08-13,Greyjoy Display,4520,66,1031.62,2327,13,6,33,8,3,2017,2859,90,0.0,2984,Display,Display,Display Retargeting
2873,2018-08-12,Greyjoy Display,4175,87,2678.82,3859,12,6,33,8,3,2018,4188,80,1031.62,2604,Display,Display,Display Retargeting
2874,2017-08-21,Greyjoy Display,5804,79,23020.49,6037,21,0,34,8,3,2017,2052,91,0.0,2048,Display,Display,Display Retargeting
